"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"172000720","2017-06-12 00:00:00","2017-06-12 00:00:00","1930",NULL,"Olympic",2071,210,"ROBBERY","0319 0342 0344 0346 0416 0443 0446 1235 1907 0903",23,"M","H",222,"LAUNDROMAT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",210,946,NULL,NULL,"PICO BL","MANHATTAN PL","0101000020E610000007CE1951DA935DC0832F4CA60A064140",90019,"harvard-heights","213100",104,"-118.3102","34.0472","robbery"
"170100920","2017-06-12 00:00:00","2017-06-12 00:00:00","2350",NULL,"Central",156,761,"BRANDISH WEAPON","0334 0903",45,"F","B",102,"SIDEWALK",102,"HAND GUN","IC ","Invest Cont",761,NULL,NULL,NULL,"500 WALL ST",NULL,"0101000020E6100000D656EC2FBB8F5DC092CB7F48BF054140",90013,"downtown","206300",52,"-118.2458","34.0449","threats"
"170613716","2017-06-12 00:00:00","2017-06-12 00:00:00","0200",NULL,"Hollywood",657,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 0334 0416 0445 0449 1414 1222 1205 0429 2035",31,"M","H",108,"PARKING LOT",304,"CLUB/BAT","IC ","Invest Cont",230,946,NULL,NULL,"5600 SANTA MONICA BL",NULL,"0101000020E61000005DFE43FAED935DC0083D9B559F0B4140",90038,"hollywood","190901",33,"-118.3114","34.0908","assault with a deadly weapon"
"170811346","2017-06-10 00:00:00","2017-06-10 00:00:00","0800",NULL,"West LA",826,755,"BOMB SCARE","0903",0,"X","X",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",501,"BOMB THREAT","AO ","Adult Other",755,NULL,NULL,NULL,"11900 W SUNSET BL",NULL,"0101000020E6100000A779C7293A9E5DC01CEBE2361A084140",90049,"brentwood","262302",NULL,"-118.4723","34.0633","threats"
"171314168","2017-06-09 00:00:00","2017-06-09 00:00:00","2020",NULL,"Newton",1343,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1310 1240 0302 0334 0432 0903 1822",28,"M","H",101,"STREET",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","IC ","Invest Cont",230,NULL,NULL,NULL,"41ST ST","AVALON BL","0101000020E61000008CB96B09F9905DC0C58F31772D014140",90011,"historic-south-central","228310",125,"-118.2652","34.0092","assault with a deadly weapon"
"171011368","2017-06-07 00:00:00","2017-06-06 00:00:00","1430",NULL,"West Valley",1001,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 0311",0,"M","O",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"8100 VANALDEN AV",NULL,"0101000020E6100000A5BDC11726A35DC0A4703D0AD71B4140",91335,"reseda","131600",15,"-118.5492","34.2175","vandalism"
"170116184","2017-06-07 00:00:00","2017-06-06 00:00:00","0700",NULL,"Central",147,624,"BATTERY - SIMPLE ASSAULT","0400 0429 0417 0416 0903",41,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"5TH","SAN JULIAN","0101000020E610000048E17A14AE8F5DC068B3EA73B5054140",90013,"downtown","206200",52,"-118.245","34.0446","assorted assault"
"171011273","2017-06-05 00:00:00","2017-06-05 00:00:00","1715",NULL,"West Valley",1023,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329",0,"M","W",101,"STREET",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"VANOWEN ST","CREBS AV","0101000020E610000074B515FBCBA25DC0E25817B7D1184140",91335,"reseda","131020",15,"-118.5437","34.1939","vandalism"
"170800668","2017-05-31 00:00:00","2017-05-30 00:00:00","0531",NULL,"West LA",824,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 0329 0319 0311 2035 2036",32,"M","B",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"200 S ROCKINGHAM AV",NULL,"0101000020E61000002A3A92CB7FA05DC02FDD240681054140",90272,"pacific-palisades","262802",NULL,"-118.5078","34.043","vandalism"
"171111370","2017-06-01 00:00:00","2017-05-29 00:00:00","1900",NULL,"Northeast",1171,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 0421",51,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"1400 ELEVADO ST",NULL,"0101000020E6100000EF38454772915DC0894160E5D00A4140",90026,"silver-lake","195400",38,"-118.2726","34.0845","vandalism"
"171912334","2017-05-29 00:00:00","2017-05-29 00:00:00","1650",NULL,"Mission",1915,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 0421 0422",41,"M","O",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"12700 DE HAVEN AV",NULL,"0101000020E61000001B0DE02D909C5DC0022B8716D9264140",91342,"sylmar","107010",5,"-118.4463","34.3035","threats"
"171214555","2017-05-27 00:00:00","2017-05-27 00:00:00","0800",NULL,"77th Street",1251,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0446 0913 0903 0921",40,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",230,NULL,NULL,NULL,"3400 W 78TH ST",NULL,"0101000020E61000001361C3D32B955DC0DC4603780BFC4040",90043,"hyde-park","235202",80,"-118.3308","33.9691","assault with a deadly weapon"
"170115340","2017-05-27 00:00:00","2017-05-27 00:00:00","1640",NULL,"Central",154,624,"BATTERY - SIMPLE ASSAULT","0913 0416 0429 0903",59,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"100 E 5TH ST",NULL,"0101000020E610000096438B6CE78F5DC0925CFE43FA054140",90013,"downtown","207302",52,"-118.2485","34.0467","assorted assault"
"171812253","2017-05-27 00:00:00","2017-05-27 00:00:00","0600",NULL,"Southeast",1802,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903",40,"F","B",101,"STREET",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"88TH ST","BROADWAY","0101000020E6100000D26F5F07CE915DC05F984C158CFA4040",90003,"broadway-manchester","240200",87,"-118.2782","33.9574","threats"
"171800811","2017-05-26 00:00:00","2017-05-26 00:00:00","1330",NULL,"Southeast",1821,624,"BATTERY - SIMPLE ASSAULT","0603 0444 1222 0443 0903 0361",34,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,903,NULL,NULL,"600 W CENTURY BL",NULL,"0101000020E6100000A779C7293A925DC01B2FDD2406F94040",90044,"vermont-vista","240402",87,"-118.2848","33.9455","assorted assault"
"171010852","2017-05-26 00:00:00","2017-05-25 00:00:00","0100",NULL,"West Valley",1035,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0421 0429 0319 0445 0903 0416 1414",59,"M","W",102,"SIDEWALK",304,"CLUB/BAT","AO ","Adult Other",230,NULL,NULL,NULL,"6700 LINDLEY AV",NULL,"0101000020E610000092CB7F48BFA15DC0E3C798BB96184140",91335,"reseda","132700",15,"-118.5273","34.1921","assault with a deadly weapon"
"171912051","2017-05-24 00:00:00","2017-05-24 00:00:00","1100",NULL,"Mission",1921,946,"OTHER MISCELLANEOUS CRIME","0903",22,"M","H",101,"STREET",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"LARKSPUR","SAN FERNANDO","0101000020E610000083C0CAA1459E5DC065AA605452274140",91342,"sylmar","106604",5,"-118.473","34.3072","miscellaneous crimes"
"170100883","2017-05-23 00:00:00","2017-05-23 00:00:00","1315",NULL,"Central",152,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 0416 0903",34,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",230,NULL,NULL,NULL,"5TH","HILL","0101000020E61000008048BF7D1D905DC0BC0512143F064140",90013,"downtown","207502",52,"-118.2518","34.0488","assault with a deadly weapon"
"170114943","2017-05-23 00:00:00","2017-05-23 00:00:00","0915",NULL,"Central",156,624,"BATTERY - SIMPLE ASSAULT","2004 0416 0903 0319",40,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"500 SAN JULIAN ST",NULL,"0101000020E610000048E17A14AE8F5DC068B3EA73B5054140",90013,"downtown","206200",52,"-118.245","34.0446","assorted assault"
"170100885","2017-05-23 00:00:00","2017-05-23 00:00:00","1315",NULL,"Central",152,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 0416 0903",55,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",230,NULL,NULL,NULL,"4TH","HILL","0101000020E61000004694F6065F905DC0E71DA7E848064140",90017,"downtown","207710",52,"-118.2558","34.0491","assault with a deadly weapon"
"170711906","2017-06-26 00:00:00","2017-05-23 00:00:00","1100",NULL,"Wilshire",701,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1300 0903",30,"F","W",101,"STREET",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"ROMAINE ST","LA CIENEGA BL","0101000020E6100000B98D06F016985DC041F163CC5D0B4140",90069,"beverly-grove","194402",58,"-118.3764","34.0888","threats"
"170810703","2017-05-26 00:00:00","2017-05-22 00:00:00","1306",NULL,"West LA",822,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","1259 1251 0913 1815 1824 0903 2031 2036 2035",15,"F","B",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",956,NULL,NULL,NULL,"15700 BOWDOIN ST",NULL,"0101000020E6100000CBA145B6F3A15DC004E78C28ED054140",90272,"pacific-palisades","262704",NULL,"-118.5305","34.0463","lewd conduct"
"170314392","2017-06-05 00:00:00","2017-05-22 00:00:00","0900",NULL,"Southwest",338,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1309 1822 0432 1251 0903",27,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"1200 W 29TH ST",NULL,"0101000020E610000027C286A757925DC06B9A779CA2034140",90007,"university-park","221820",773,"-118.2866","34.0284","threats"
"172100755","2017-05-20 00:00:00","2017-05-20 00:00:00","0400",NULL,"Topanga",2155,761,"BRANDISH WEAPON","1266 0903",29,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC ","Invest Cont",761,903,NULL,NULL,"22200 SUMMIT VUE DR",NULL,"0101000020E61000009E5E29CB10A75DC010E9B7AF03174140",91367,"woodland-hills","135113",16,"-118.6104","34.1798","threats"
"170100871","2017-05-17 00:00:00","2017-05-17 00:00:00","2000",NULL,"Central",156,624,"BATTERY - SIMPLE ASSAULT","0416 0903",50,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"5TH","SAN PEDRO","0101000020E6100000A4DFBE0E9C8F5DC0D93D7958A8054140",90013,"downtown","206300",52,"-118.2439","34.0442","assorted assault"
"170810172","2017-05-15 00:00:00","2017-05-15 00:00:00","1730",NULL,"West LA",857,624,"BATTERY - SIMPLE ASSAULT","0342 0903 1309 0447 0202 0326",37,"M","O",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,946,NULL,NULL,"9100 W PICO BL",NULL,"0101000020E6100000772D211FF4985DC002BC051214074140",90035,"pico-robertson","217001",61,"-118.3899","34.0553","assorted assault"
"172110678","2017-05-15 00:00:00","2017-05-14 00:00:00","1630",NULL,"Topanga",2157,310,"BURGLARY","0903 0344 1607",40,"M","O",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",310,946,NULL,NULL,"6500 LARAMIE AV",NULL,"0101000020E6100000AA8251499DA45DC0B98D06F016184140",91306,"winnetka","134904",14,"-118.5721","34.1882","burglary"
"171213523","2017-05-12 00:00:00","2017-05-12 00:00:00","1500",NULL,"77th Street",1258,624,"BATTERY - SIMPLE ASSAULT","0903 1259 1251 1815 0305 0416 0446 1822 0429 0342",15,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"MAIN AV","76TH PL","0101000020E6100000F697DD9387915DC04E62105839FC4040",90003,"florence","239602",86,"-118.2739","33.9705","assorted assault"
"171213521","2017-05-12 00:00:00","2017-05-12 00:00:00","1500",NULL,"77th Street",1258,624,"BATTERY - SIMPLE ASSAULT","0903 1259 1251 1815 0305 0416 0419 1822 0429 0342",15,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"MAIN AV","76TH PL","0101000020E6100000F697DD9387915DC04E62105839FC4040",90003,"florence","239602",86,"-118.2739","33.9705","assorted assault"
"171213520","2017-05-12 00:00:00","2017-05-12 00:00:00","1500",NULL,"77th Street",1258,624,"BATTERY - SIMPLE ASSAULT","0903 1259 1251 1815 0305 0416 0446 1822 0429 0342",15,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"MAIN AV","76TH PL","0101000020E6100000F697DD9387915DC04E62105839FC4040",90003,"florence","239602",86,"-118.2739","33.9705","assorted assault"
"171213522","2017-05-12 00:00:00","2017-05-12 00:00:00","1500",NULL,"77th Street",1258,624,"BATTERY - SIMPLE ASSAULT","0903 1259 1251 1815 0305 0416 0446 1822 0429 0342",15,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"MAIN AV","76TH PL","0101000020E6100000F697DD9387915DC04E62105839FC4040",90003,"florence","239602",86,"-118.2739","33.9705","assorted assault"
"170409922","2017-05-12 00:00:00","2017-05-11 00:00:00","2130",NULL,"Hollenbeck",455,761,"BRANDISH WEAPON","0334 0903 0443 0312 0302",41,"M","B",102,"SIDEWALK",102,"HAND GUN","IC ","Invest Cont",761,946,NULL,NULL,"400 CORNWELL ST",NULL,"0101000020E6100000211FF46C568D5DC09FABADD85F064140",90033,"boyle-heights","203600",50,"-118.2084","34.0498","threats"
"172100742","2017-05-11 00:00:00","2017-05-10 00:00:00","1900",NULL,"Topanga",2146,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 0311",76,"M","W",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"21500 SHERMAN WY",NULL,"0101000020E61000007593180456A65DC07D3F355EBA194140",91303,"canoga-park","134520",13,"-118.599","34.201","vandalism"
"171512487","2017-05-26 00:00:00","2017-05-09 00:00:00","0800",NULL,"N Hollywood",1524,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",65,"F","B",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"6500 LAUREL CANYON BL",NULL,"0101000020E6100000933A014D84995DC0ABCFD556EC174140",91606,"north-hollywood","123901",24,"-118.3987","34.1869","vandalism"
"170709780","2017-05-09 00:00:00","2017-05-09 00:00:00","1715",NULL,"Wilshire",713,625,"OTHER ASSAULT","0356 0903",43,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",625,946,NULL,NULL,"300 N SIERRA BONITA AV",NULL,"0101000020E6100000423EE8D9AC965DC044FAEDEBC0094140",90036,"fairfax","214400",58,"-118.3543","34.0762","other assault"
"171511436","2017-05-08 00:00:00","2017-05-08 00:00:00","1620",NULL,"N Hollywood",1585,624,"BATTERY - SIMPLE ASSAULT","2004 1402 0903",42,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,NULL,NULL,NULL,"VENTURA","CAHUENGA","0101000020E61000009EEFA7C64B975DC0280F0BB5A6114140",91604,"studio-city","143800",27,"-118.364","34.1379","assorted assault"
"170312541","2017-05-08 00:00:00","2017-05-08 00:00:00","2015",NULL,"Southwest",397,624,"BATTERY - SIMPLE ASSAULT","0305 0419 0319 0416 1822 0903",42,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"1300 W MARTIN LUTHER KING JR BL",NULL,"0101000020E6100000508D976E12935DC061C3D32B65014140",90037,"exposition-park","231210",772,"-118.298","34.0109","assorted assault"
"172010424","2017-05-08 00:00:00","2017-05-08 00:00:00","1730",NULL,"Olympic",2036,624,"BATTERY - SIMPLE ASSAULT","0903 0444 0432 0319",24,"M","A",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",624,946,NULL,NULL,"3100 W 7TH ST",NULL,"0101000020E6100000DFE00B93A9925DC08126C286A7074140",90005,"koreatown","212203",55,"-118.2916","34.0598","assorted assault"
"170312542","2017-05-08 00:00:00","2017-05-08 00:00:00","2015",NULL,"Southwest",397,624,"BATTERY - SIMPLE ASSAULT","0305 0419 0319 0416 1822 1258 1251 0903",10,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"1300 W MARTIN LUTHER KING JR BL",NULL,"0101000020E6100000508D976E12935DC061C3D32B65014140",90037,"exposition-park","231210",772,"-118.298","34.0109","assorted assault"
"170709725","2017-05-08 00:00:00","2017-05-03 00:00:00","1600",NULL,"Wilshire",711,946,"OTHER MISCELLANEOUS CRIME","0432 0903",8,"M","B",704,"ELEMENTARY SCHOOL",511,"VERBAL THREAT","AA ","Adult Arrest",946,NULL,NULL,NULL,"500 N CROFT AV",NULL,"0101000020E6100000CFF753E3A5975DC00B462575020A4140",90048,"beverly-grove","194500",58,"-118.3695","34.0782","miscellaneous crimes"
"171511203","2017-05-03 00:00:00","2017-05-03 00:00:00","2130",NULL,"N Hollywood",1548,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 0903 1206 0334 1414 1218 0429 0345 0443",22,"M","W",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC ","Invest Cont",230,NULL,NULL,NULL,"VINELAND","CHANDLER","0101000020E61000005D6DC5FEB2975DC0933A014D84154140",91601,"north-hollywood","125320",24,"-118.3703","34.1681","assault with a deadly weapon"
"171009734","2017-05-03 00:00:00","2017-05-03 00:00:00","1345",NULL,"West Valley",1017,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1414 0319",0,"X","X",108,"PARKING LOT",NULL,NULL,"AO ","Adult Other",740,NULL,NULL,NULL,"7500 BALBOA BL",NULL,"0101000020E6100000B98D06F016A05DC0A60A4625751A4140",91406,"lake-balboa","131900",19,"-118.5014","34.2067","vandalism"
"170910305","2017-05-03 00:00:00","2017-05-02 00:00:00","2115",NULL,"Van Nuys",963,624,"BATTERY - SIMPLE ASSAULT","0903 0416 0446",26,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,946,NULL,NULL,"KESTER","MAGNOLIA BL","0101000020E6100000304CA60A469D5DC0228E75711B154140",91403,"sherman-oaks","128802",26,"-118.4574","34.1649","assorted assault"
"170910104","2017-04-28 00:00:00","2017-04-28 00:00:00","1100",NULL,"Van Nuys",985,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1414 0903 1402 0334 2004",33,"M","B",124,"BUS STOP",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",230,946,998,NULL,"HAZELTINE","VENTURA","0101000020E61000005C8FC2F5289C5DC096438B6CE7134140",91423,"sherman-oaks","128702",26,"-118.44","34.1555","assault with a deadly weapon"
"171810583","2017-04-28 00:00:00","2017-04-27 00:00:00","1000",NULL,"Southeast",1849,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 0421 1222 0329 0913 1310",28,"M","B",101,"STREET",511,"VERBAL THREAT","AA ","Adult Arrest",930,NULL,NULL,NULL,"114TH ST","GORMAN AV","0101000020E6100000022B8716D98E5DC0AC1C5A643BF74040",90059,"watts","243100",88,"-118.232","33.9315","threats"
"171910394","2017-04-25 00:00:00","2017-04-24 00:00:00","1900",NULL,"Mission",1987,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",33,"M","O",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"8300 BUFFALO AV",NULL,"0101000020E61000008126C286A79B5DC0DC68006F811C4140",91402,"panorama-city","120400",6,"-118.4321","34.2227","vandalism"
"170209558","2017-04-24 00:00:00","2017-04-24 00:00:00","1405",NULL,"Rampart",299,624,"BATTERY - SIMPLE ASSAULT","0416 0903 0319",29,"F","H",101,"STREET",308,"STICK","IC ","Invest Cont",624,903,NULL,NULL,"VENICE","OAK","0101000020E61000004BC8073D9B915DC0BE30992A18054140",90015,"pico-union","224200",76,"-118.2751","34.0398","assorted assault"
"171510692","2017-04-25 00:00:00","2017-04-24 00:00:00","2200",NULL,"N Hollywood",1531,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",21,"F","O",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"BURBANK BL","COLDWATER CANYON AV","0101000020E610000043AD69DE719A5DC0832F4CA60A164140",91607,"valley-glen","124400",21,"-118.4132","34.1722","vandalism"
"172109703","2017-04-23 00:00:00","2017-04-21 00:00:00","2200",NULL,"Topanga",2158,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1300 0903 1222 1402",55,"M","W",108,"PARKING LOT",NULL,NULL,"IC ","Invest Cont",745,998,NULL,NULL,"6000 DE SOTO AV",NULL,"0101000020E61000006F1283C0CAA55DC01E166A4DF3164140",91367,"woodland-hills","134905",16,"-118.5905","34.1793","vandalism"
"170708880","2017-04-20 00:00:00","2017-04-20 00:00:00","2200",NULL,"Wilshire",737,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0356 0416 1402 1414 0903 2004",26,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",740,946,998,NULL,"3RD ST","LA BREA","0101000020E6100000BC74931804965DC0E25817B7D1084140",90036,"hancock-park","214100",119,"-118.344","34.0689","vandalism"
"170509046","2017-04-19 00:00:00","2017-04-19 00:00:00","2200",NULL,"Harbor",504,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0903 0906",36,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"1500 W 204TH ST",NULL,"0101000020E6100000FA7E6ABC74935DC0F931E6AE25EC4040",90501,"harbor-gateway","292000",91,"-118.304","33.8449","vandalism"
"171009043","2017-04-19 00:00:00","2017-04-18 00:00:00","1210",NULL,"West Valley",1005,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1420 0903",67,"M","O",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"AO ","Adult Other",740,NULL,NULL,NULL,"17800 WILLARD ST",NULL,"0101000020E6100000FE65F7E461A15DC0158C4AEA041C4140",91335,"reseda","131300",15,"-118.5216","34.2189","vandalism"
"171809945","2017-04-17 00:00:00","2017-04-17 00:00:00","2120",NULL,"Southeast",1844,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0906 0903 0400 0416 0602 2004 0913 0334 1222",25,"M","H",158,"TRANSIENT ENCAMPMENT",308,"STICK","IC ","Invest Cont",230,NULL,NULL,NULL,"11100 S CENTRAL AV",NULL,"0101000020E6100000696FF085C9905DC0560E2DB29DF74040",90059,"green-meadows","240900",87,"-118.2623","33.9345","assault with a deadly weapon"
"171211543","2017-04-17 00:00:00","2017-04-17 00:00:00","0004",NULL,"77th Street",1211,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 1906 1912 1907 1822 0903",17,"M","H",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"5700 8TH AV",NULL,"0101000020E61000005B423EE8D9945DC09FCDAACFD5FE4040",90043,"hyde-park","234600",80,"-118.3258","33.9909","threats"
"171211542","2017-04-17 00:00:00","2017-04-17 00:00:00","0004",NULL,"77th Street",1211,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 1906 1912 1907 1822 0903",21,"M","B",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"5700 8TH AV",NULL,"0101000020E61000005B423EE8D9945DC09FCDAACFD5FE4040",90043,"hyde-park","234600",80,"-118.3258","33.9909","threats"
"171318393","2017-04-14 00:00:00","2017-04-14 00:00:00","2350",NULL,"Newton",1377,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0202 0302 0312 0334 0432 0903 1240 1309 1310",37,"F","B",101,"STREET",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"5300 DUARTE ST",NULL,"0101000020E610000088F4DBD7818F5DC065AA605452FF4040",90058,"central-alameda","228800",110,"-118.2423","33.9947","threats"
"180412806","2018-07-26 00:00:00","2017-04-11 00:00:00","1245",NULL,"Hollenbeck",449,763,"STALKING","0342 0347 0903 0432 0340 0913 0319 0443 2055 1516",53,"F","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC ","Invest Cont",763,946,NULL,NULL,"1100 STONE ST",NULL,"0101000020E6100000956588635D8C5DC0E6AE25E483064140",90063,"boyle-heights","203200",50,"-118.1932","34.0509","stalking"
"170712781","2017-07-17 00:00:00","2017-04-09 00:00:00","1606",NULL,"Wilshire",745,928,"THREATENING PHONE CALLS/LETTERS","1501 0903",35,"F","B",210,"RESTAURANT/FAST FOOD",NULL,NULL,"IC ","Invest Cont",928,NULL,NULL,NULL,"900 S LA BREA AV",NULL,"0101000020E6100000C3D32B6519965DC001DE02098A074140",90036,"mid-wilshire","216200",119,"-118.3453","34.0589","threats"
